category,model,seed,k,n_catalog,n_users,observed_reached,observed_coverage,f1_singletons,f2_doubletons,chao1,chao1_coverage,est_structural_unreachable,est_structural_unreachable_frac,turing_unseen_mass
Arts_Crafts_and_Sewing,marius,42,10,89958,197286,36048,0.4007203361568732,6296,3446,41796.95851465042,0.4646274763183977,48161.04148534958,0.5353725236816024,0.003191327051717645
Arts_Crafts_and_Sewing,marius,42,20,89958,197286,46584,0.5178416594410725,6431,3647,52251.67132675438,0.5808451869400652,37706.32867324562,0.41915481305993485,0.0016299594195610845
