category,model,seed,k,user_fraction,n_users_sampled,distinct_reached,reached_coverage
Sports_and_Outdoors,marius,42,10,0.05,1780,3798,0.20689655172413793
Sports_and_Outdoors,marius,42,10,0.1,3560,4745,0.25848450182491695
Sports_and_Outdoors,marius,42,10,0.2,7120,5653,0.3079479217737103
Sports_and_Outdoors,marius,42,10,0.4,14239,6554,0.3570300157977883
Sports_and_Outdoors,marius,42,10,0.6,21359,7087,0.3860652612082584
Sports_and_Outdoors,marius,42,10,0.8,28478,7438,0.405186032576129
Sports_and_Outdoors,marius,42,10,1.0,35598,7729,0.42103829601786785
Sports_and_Outdoors,marius,42,20,0.05,1780,5656,0.30811134717001687
Sports_and_Outdoors,marius,42,20,0.1,3560,6858,0.3735904559568557
Sports_and_Outdoors,marius,42,20,0.2,7120,7963,0.43378547692978153
Sports_and_Outdoors,marius,42,20,0.4,14239,9043,0.4926186196001525
Sports_and_Outdoors,marius,42,20,0.6,21359,9569,0.5212725390859073
Sports_and_Outdoors,marius,42,20,0.8,28478,9963,0.5427357411341722
Sports_and_Outdoors,marius,42,20,1.0,35598,10231,0.5573350765375606
Sports_and_Outdoors,marius,43,10,0.05,1780,3673,0.20008716021136352
Sports_and_Outdoors,marius,43,10,0.1,3560,4497,0.2449746690635725
Sports_and_Outdoors,marius,43,10,0.2,7120,5306,0.28904505093424854
Sports_and_Outdoors,marius,43,10,0.4,14239,6171,0.3361660402026475
Sports_and_Outdoors,marius,43,10,0.6,21359,6642,0.3618238274227815
Sports_and_Outdoors,marius,43,10,0.8,28478,6994,0.3809990739227543
Sports_and_Outdoors,marius,43,10,1.0,35598,7230,0.39385520509887234
Sports_and_Outdoors,marius,43,20,0.05,1780,5478,0.29841477365582614
Sports_and_Outdoors,marius,43,20,0.1,3560,6611,0.3601350983276134
Sports_and_Outdoors,marius,43,20,0.2,7120,7616,0.4148826060903198
Sports_and_Outdoors,marius,43,20,0.4,14239,8596,0.4682682355504712
Sports_and_Outdoors,marius,43,20,0.6,21359,9093,0.4953423762052623
Sports_and_Outdoors,marius,43,20,0.8,28478,9450,0.514789998365746
Sports_and_Outdoors,marius,43,20,1.0,35598,9697,0.5282453559949883
