category,model,seed,k,n_catalog,n_users,observed_reached,observed_coverage,f1_singletons,f2_doubletons,chao1,chao1_coverage,est_structural_unreachable,est_structural_unreachable_frac,turing_unseen_mass
Arts_Crafts_and_Sewing,marius,50,10,89958,197286,33086,0.36779385935658865,5858,2923,38953.015389876884,0.4330133550087472,51004.984610123116,0.5669866449912527,0.0029693384630201285
Arts_Crafts_and_Sewing,marius,50,20,89958,197286,43194,0.48015740678983526,5921,3332,48452.37383738374,0.5386110611327924,41505.62616261626,0.46138893886720755,0.0015007106895412049
