category,model,seed,k,n_catalog,n_users,observed_reached,observed_coverage,f1_singletons,f2_doubletons,chao1,chao1_coverage,est_structural_unreachable,est_structural_unreachable_frac,turing_unseen_mass
Arts_Crafts_and_Sewing,marius,44,10,89958,197286,23516,0.26141088063318435,3752,1863,27291.14806866953,0.3033765542660967,62666.85193133047,0.6966234457339033,0.0019018557286307348
Arts_Crafts_and_Sewing,marius,44,20,89958,197286,31861,0.3541763934280442,4052,2185,35615.49496797804,0.395912481024234,54342.50503202196,0.6040875189757661,0.0010270529081793916
