category,model,seed,k,user_fraction,n_users_sampled,distinct_reached,reached_coverage
Arts_Crafts_and_Sewing,marius,44,10,0.05,9864,16245,0.18058427266057495
Arts_Crafts_and_Sewing,marius,44,10,0.1,19729,20757,0.23074101247248716
Arts_Crafts_and_Sewing,marius,44,10,0.2,39457,25375,0.2820760799484204
Arts_Crafts_and_Sewing,marius,44,10,0.4,78914,30184,0.3355343604793348
Arts_Crafts_and_Sewing,marius,44,10,0.6,118372,32958,0.3663709731207897
Arts_Crafts_and_Sewing,marius,44,10,0.8,157829,34932,0.3883145467885013
Arts_Crafts_and_Sewing,marius,44,10,1.0,197286,36480,0.4055225772026946
Arts_Crafts_and_Sewing,marius,44,20,0.05,9864,24293,0.2700482447364326
Arts_Crafts_and_Sewing,marius,44,20,0.1,19729,29914,0.3325329598256964
Arts_Crafts_and_Sewing,marius,44,20,0.2,39457,35629,0.3960626069943752
Arts_Crafts_and_Sewing,marius,44,20,0.4,78914,40968,0.45541252584539454
Arts_Crafts_and_Sewing,marius,44,20,0.6,118372,43982,0.4889170501789724
Arts_Crafts_and_Sewing,marius,44,20,0.8,157829,46009,0.5114497876786945
Arts_Crafts_and_Sewing,marius,44,20,1.0,197286,47581,0.5289246092621
Arts_Crafts_and_Sewing,sasrec,44,10,0.05,9864,18031,0.20043798216945685
Arts_Crafts_and_Sewing,sasrec,44,10,0.1,19729,25502,0.28348784988550213
Arts_Crafts_and_Sewing,sasrec,44,10,0.2,39457,34506,0.383579003534983
Arts_Crafts_and_Sewing,sasrec,44,10,0.4,78914,44134,0.49060672758398366
Arts_Crafts_and_Sewing,sasrec,44,10,0.6,118372,49540,0.550701438449054
Arts_Crafts_and_Sewing,sasrec,44,10,0.8,157829,53109,0.5903755085706663
Arts_Crafts_and_Sewing,sasrec,44,10,1.0,197286,55714,0.619333466728918
Arts_Crafts_and_Sewing,sasrec,44,20,0.05,9864,24811,0.27580648747193137
Arts_Crafts_and_Sewing,sasrec,44,20,0.1,19729,33378,0.3710398185820049
Arts_Crafts_and_Sewing,sasrec,44,20,0.2,39457,42761,0.4753440494452967
Arts_Crafts_and_Sewing,sasrec,44,20,0.4,78914,52309,0.581482469596923
Arts_Crafts_and_Sewing,sasrec,44,20,0.6,118372,57412,0.6382089419506881
Arts_Crafts_and_Sewing,sasrec,44,20,0.8,157829,60797,0.6758376131083395
Arts_Crafts_and_Sewing,sasrec,44,20,1.0,197286,63338,0.7040841281486916
