method,category,seed,step,metric,value,run_name,run_id
sasrec,Sports_and_Outdoors,46,400,HR@5,0.04017079621553421,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,400,NDCG@5,0.026883119717240334,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,400,HR@10,0.05963818356394768,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,400,NDCG@10,0.03310897573828697,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,801,HR@5,0.03988988324999809,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,801,NDCG@5,0.026375802233815193,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,801,HR@10,0.060761839151382446,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,801,NDCG@10,0.03306090831756592,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,1202,HR@5,0.03879431262612343,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,1202,NDCG@5,0.02609536238014698,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,1202,HR@10,0.06050901859998703,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,1202,NDCG@10,0.033055972307920456,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,1603,HR@5,0.03882240504026413,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,1603,NDCG@5,0.025837838649749756,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,1603,HR@10,0.0600033700466156,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,1603,NDCG@10,0.03262678161263466,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2004,HR@5,0.03862576559185982,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2004,NDCG@5,0.025579724460840225,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2004,HR@10,0.05918871983885765,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2004,NDCG@10,0.032205794006586075,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2405,HR@5,0.0382886677980423,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2405,NDCG@5,0.025464588776230812,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2405,HR@10,0.05871116369962692,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2405,NDCG@10,0.03200145810842514,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2806,HR@5,0.037754930555820465,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2806,NDCG@5,0.025105779990553856,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2806,HR@10,0.05854261294007301,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,2806,NDCG@10,0.03178161010146141,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,1,train_loss,11.43745231628418,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,500,train_loss,0.7796914577484131,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,1500,train_loss,0.6815177798271179,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,3000,train_loss,0.6725741624832153,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
sasrec,Sports_and_Outdoors,46,3198,train_loss,0.7172707915306091,SASRec_Sports_and_Outdoors_seed46_2026-06-05_23-50-26,pasr8h1g
