method,category,seed,step,metric,value,run_name,run_id
marius,Sports_and_Outdoors,45,400,HR@5,0.03222091123461723,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,400,NDCG@5,0.02028798870742321,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,400,HR@10,0.05298050493001938,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,400,NDCG@10,0.02694667875766754,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,801,HR@5,0.038597673177719116,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,801,NDCG@5,0.024646248668432236,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,801,HR@10,0.06067756563425064,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,801,NDCG@10,0.031725190579891205,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,1202,HR@5,0.04014270380139351,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,1202,NDCG@5,0.02629084326326847,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,1202,HR@10,0.06348671019077301,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,1202,NDCG@10,0.03382463380694389,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,1603,HR@5,0.04084499180316925,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,1603,NDCG@5,0.026593249291181564,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,1603,HR@10,0.06376762688159943,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,1603,NDCG@10,0.033959414809942245,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2004,HR@5,0.04239002242684364,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2004,NDCG@5,0.02760442905128002,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2004,HR@10,0.06477891653776169,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2004,NDCG@10,0.034822799265384674,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2405,HR@5,0.041940558701753616,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2405,NDCG@5,0.02753765694797039,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2405,HR@10,0.06539693474769592,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2405,NDCG@10,0.03505295142531395,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2806,HR@5,0.04264284670352936,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2806,NDCG@5,0.02760733850300312,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2806,HR@10,0.06517220288515091,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,2806,NDCG@10,0.03486073762178421,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,1,train_loss,48.2530517578125,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,500,train_loss,2.432727813720703,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,1500,train_loss,2.090907096862793,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,3000,train_loss,2.002983331680298,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
marius,Sports_and_Outdoors,45,3206,train_loss,2.0292277336120605,MARIUS_small_Sports_and_Outdoors_seed45_2026-06-06_17-16-58,yu1aqalp
