method,category,seed,step,metric,value,run_name,run_id
sasrec,Beauty,44,400,HR@5,0.07539238780736923,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,400,NDCG@5,0.050343941897153854,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,400,HR@10,0.10673881322145462,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,400,NDCG@10,0.06043707951903343,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,801,HR@5,0.07418503612279892,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,801,NDCG@5,0.05008463189005852,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,801,HR@10,0.10696239024400711,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,801,NDCG@10,0.06063877046108246,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,1202,HR@5,0.07409560680389404,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,1202,NDCG@5,0.05040372163057327,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,1202,HR@10,0.1068282425403595,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,1202,NDCG@10,0.060965001583099365,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,1603,HR@5,0.07145731896162033,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,1603,NDCG@5,0.049094341695308685,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,1603,HR@10,0.10624692589044571,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,1603,NDCG@10,0.06027904525399208,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2004,HR@5,0.07297768443822861,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2004,NDCG@5,0.05021512880921364,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2004,HR@10,0.10401108860969543,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2004,NDCG@10,0.06018294394016266,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2405,HR@5,0.072843536734581,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2405,NDCG@5,0.049613963812589645,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2405,HR@10,0.1053973063826561,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2405,NDCG@10,0.06005170941352844,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2806,HR@5,0.07288825511932373,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2806,NDCG@5,0.04994397237896919,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2806,HR@10,0.1039663702249527,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,2806,NDCG@10,0.05995284020900726,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,1,train_loss,11.446826934814453,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,500,train_loss,0.6628287434577942,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,1500,train_loss,0.7995362877845764,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,3000,train_loss,0.7159349322319031,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
sasrec,Beauty,44,3202,train_loss,0.7275953888893127,SASRec_Beauty_seed44_2026-06-05_15-32-22,i2ndyol3
