method,category,seed,step,metric,value,run_name,run_id
sasrec,Sports_and_Outdoors,44,400,HR@5,0.04047980159521103,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,400,NDCG@5,0.027074728161096573,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,400,HR@10,0.06255969405174255,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,400,NDCG@10,0.03421316668391228,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,801,HR@5,0.03986179083585739,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,801,NDCG@5,0.026687122881412506,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,801,HR@10,0.06067756563425064,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,801,NDCG@10,0.033370185643434525,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,1202,HR@5,0.040395528078079224,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,1202,NDCG@5,0.026968035846948624,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,1202,HR@10,0.061098936945199966,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,1202,NDCG@10,0.033596597611904144,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,1603,HR@5,0.04014270380139351,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,1603,NDCG@5,0.02638910710811615,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,1603,HR@10,0.06067756563425064,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,1603,NDCG@10,0.03296474739909172,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2004,HR@5,0.040255069732666016,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2004,NDCG@5,0.026714669540524483,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2004,HR@10,0.06045283377170563,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2004,NDCG@10,0.033208154141902924,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2405,HR@5,0.0399741567671299,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2405,NDCG@5,0.026393411681056023,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2405,HR@10,0.06017192080616951,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2405,NDCG@10,0.03288744017481804,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2806,HR@5,0.039412327110767365,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2806,NDCG@5,0.025957172736525536,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2806,HR@10,0.05952581763267517,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,2806,NDCG@10,0.03242726996541023,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,1,train_loss,11.404548645019531,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,500,train_loss,0.7376840114593506,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,1500,train_loss,0.7089120745658875,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,3000,train_loss,0.7003997564315796,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
sasrec,Sports_and_Outdoors,44,3206,train_loss,0.7263836860656738,SASRec_Sports_and_Outdoors_seed44_2026-06-05_22-03-23,9jutw8dt
