category,model,seed,k,n_catalog,n_users,observed_reached,observed_coverage,f1_singletons,f2_doubletons,chao1,chao1_coverage,est_structural_unreachable,est_structural_unreachable_frac,turing_unseen_mass
Arts_Crafts_and_Sewing,marius,42,10,89958,197286,28005,0.31131194557460146,4827,2532,32603.322542439797,0.3624282725543009,57354.6774575602,0.6375717274456991,0.0024467848375374405
Arts_Crafts_and_Sewing,marius,42,20,89958,197286,36883,0.4100024455857178,5016,2759,41440.108695652176,0.4606606271332419,48517.891304347824,0.539339372866758,0.0012713994188974665
