category,model,seed,k,user_fraction,n_users_sampled,distinct_reached,reached_coverage
Arts_Crafts_and_Sewing,marius,42,10,0.05,9864,15023,0.16700015562818205
Arts_Crafts_and_Sewing,marius,42,10,0.1,19729,19257,0.21406656439671848
Arts_Crafts_and_Sewing,marius,42,10,0.2,39457,23443,0.2605993908268303
Arts_Crafts_and_Sewing,marius,42,10,0.4,78914,27764,0.3086329175837613
Arts_Crafts_and_Sewing,marius,42,10,0.6,118372,30238,0.3361346406100625
Arts_Crafts_and_Sewing,marius,42,10,0.8,157829,31896,0.35456546388314547
Arts_Crafts_and_Sewing,marius,42,10,1.0,197286,33263,0.36976144422952933
Arts_Crafts_and_Sewing,marius,42,20,0.05,9864,22675,0.25206207341203674
Arts_Crafts_and_Sewing,marius,42,20,0.1,19729,27873,0.30984459414393384
Arts_Crafts_and_Sewing,marius,42,20,0.2,39457,32922,0.3659707863669713
Arts_Crafts_and_Sewing,marius,42,20,0.4,78914,37649,0.418517530403077
Arts_Crafts_and_Sewing,marius,42,20,0.6,118372,40324,0.44825362947153113
Arts_Crafts_and_Sewing,marius,42,20,0.8,157829,42149,0.4685408746303831
Arts_Crafts_and_Sewing,marius,42,20,1.0,197286,43550,0.484114809133151
Arts_Crafts_and_Sewing,sasrec,42,10,0.05,9864,16121,0.17920585161964472
Arts_Crafts_and_Sewing,sasrec,42,10,0.1,19729,22761,0.25301807510171415
Arts_Crafts_and_Sewing,sasrec,42,10,0.2,39457,30864,0.3430934436070166
Arts_Crafts_and_Sewing,sasrec,42,10,0.4,78914,39774,0.44213966517708264
Arts_Crafts_and_Sewing,sasrec,42,10,0.6,118372,45181,0.5022454923408702
Arts_Crafts_and_Sewing,sasrec,42,10,0.8,157829,48824,0.5427421685675538
Arts_Crafts_and_Sewing,sasrec,42,10,1.0,197286,51453,0.5719669178950176
Arts_Crafts_and_Sewing,sasrec,42,20,0.05,9864,22437,0.2494163943173481
Arts_Crafts_and_Sewing,sasrec,42,20,0.1,19729,30311,0.3369461304164165
Arts_Crafts_and_Sewing,sasrec,42,20,0.2,39457,39086,0.4344916516596634
Arts_Crafts_and_Sewing,sasrec,42,20,0.4,78914,48285,0.5367504835589942
Arts_Crafts_and_Sewing,sasrec,42,20,0.6,118372,53483,0.5945330042908913
Arts_Crafts_and_Sewing,sasrec,42,20,0.8,157829,56937,0.632928700060028
Arts_Crafts_and_Sewing,sasrec,42,20,1.0,197286,59426,0.6605971675670869
