category,model,k,coverage_mean,coverage_std,gini_mean,gini_std,entropy_norm_mean,entropy_norm_std,arp_mean,arp_std,aplt_mean,aplt_std,novelty_mean,novelty_std,hallucination_rate_mean,hallucination_rate_std,ild_mean,ild_std,recall_mean,recall_std,tail_recall_mean,tail_recall_std
Arts_Crafts_and_Sewing,marius,10,0.31351297272060297,,0.9453695234979069,,0.7500172764449871,,84.70544355206624,,0.17757155472781516,,14.743416136817011,,5.2715347262350094e-05,,0.16048140439374933,,0.03359082752957635,,0.007908580984566073,
Arts_Crafts_and_Sewing,marius,20,0.4147713377353876,,0.9275217689247857,,0.7772564698556411,,79.04790769180073,,0.2019028974973654,,14.869147136449158,,0.00017107143943310727,,0.16446119472908938,,0.05065742120576219,,0.013866146395847124,
