category,model,seed,k,user_fraction,n_users_sampled,distinct_reached,reached_coverage
Sports_and_Outdoors,marius,42,10,0.05,1780,3674,0.2001416353434657
Sports_and_Outdoors,marius,42,10,0.1,3560,4538,0.2472081494797625
Sports_and_Outdoors,marius,42,10,0.2,7120,5418,0.2951462657296944
Sports_and_Outdoors,marius,42,10,0.4,14239,6239,0.3398703491855968
Sports_and_Outdoors,marius,42,10,0.6,21359,6810,0.3709756496159503
Sports_and_Outdoors,marius,42,10,0.8,28478,7151,0.3895516696627989
Sports_and_Outdoors,marius,42,10,1.0,35598,7380,0.4020264749142017
Sports_and_Outdoors,marius,42,20,0.05,1780,5540,0.3017922318461622
Sports_and_Outdoors,marius,42,20,0.1,3560,6680,0.3638938824426649
Sports_and_Outdoors,marius,42,20,0.2,7120,7761,0.4227815002451381
Sports_and_Outdoors,marius,42,20,0.4,14239,8686,0.4731709974396688
Sports_and_Outdoors,marius,42,20,0.6,21359,9182,0.5001906629623577
Sports_and_Outdoors,marius,42,20,0.8,28478,9500,0.5175137549708558
Sports_and_Outdoors,marius,42,20,1.0,35598,9749,0.5310780628643025
Sports_and_Outdoors,marius,43,10,0.05,1780,3714,0.20232064062755353
Sports_and_Outdoors,marius,43,10,0.1,3560,4592,0.250149806613281
Sports_and_Outdoors,marius,43,10,0.2,7120,5479,0.2984692487879283
Sports_and_Outdoors,marius,43,10,0.4,14239,6278,0.3419948793375824
Sports_and_Outdoors,marius,43,10,0.6,21359,6770,0.3687966443318625
Sports_and_Outdoors,marius,43,10,0.8,28478,7103,0.38693686332189353
Sports_and_Outdoors,marius,43,10,1.0,35598,7327,0.3991392929127853
Sports_and_Outdoors,marius,43,20,0.05,1780,5549,0.302282508035082
Sports_and_Outdoors,marius,43,20,0.1,3560,6725,0.3663452633872637
Sports_and_Outdoors,marius,43,20,0.2,7120,7753,0.42234569918832054
Sports_and_Outdoors,marius,43,20,0.4,14239,8661,0.47180911913711393
Sports_and_Outdoors,marius,43,20,0.6,21359,9140,0.4979027074140655
Sports_and_Outdoors,marius,43,20,0.8,28478,9497,0.5173503295745492
Sports_and_Outdoors,marius,43,20,1.0,35598,9743,0.5307512120716893
