category,model,seed,k,user_fraction,n_users_sampled,distinct_reached,reached_coverage
Beauty,marius,42,10,0.05,1118,3777,0.3121229650442112
Beauty,marius,42,10,0.1,2236,4945,0.40864391372613834
Beauty,marius,42,10,0.2,4473,6013,0.49690108255516074
Beauty,marius,42,10,0.4,8945,7010,0.5792909676886208
Beauty,marius,42,10,0.6,13418,7495,0.6193702999752086
Beauty,marius,42,10,0.8,17890,7829,0.6469713246839104
Beauty,marius,42,10,1.0,22363,8096,0.669035616891166
Beauty,marius,42,20,0.05,1118,5553,0.458887695231799
Beauty,marius,42,20,0.1,2236,6775,0.5598710850342947
Beauty,marius,42,20,0.2,4473,7914,0.6539955375588794
Beauty,marius,42,20,0.4,8945,8769,0.7246508553012148
Beauty,marius,42,20,0.6,13418,9194,0.7597719196760598
Beauty,marius,42,20,0.8,17890,9433,0.779522353524502
Beauty,marius,42,20,1.0,22363,9612,0.7943145194612016
Beauty,marius,43,10,0.05,1118,3994,0.33005536732501445
Beauty,marius,43,10,0.1,2236,5243,0.4332699776877944
Beauty,marius,43,10,0.2,4473,6430,0.5313610445417734
Beauty,marius,43,10,0.4,8945,7541,0.6231716387075449
Beauty,marius,43,10,0.6,13418,8042,0.6645731757705975
Beauty,marius,43,10,0.8,17890,8375,0.6920915626807702
Beauty,marius,43,10,1.0,22363,8614,0.7118419965292124
Beauty,marius,43,20,0.05,1118,5731,0.4735972233699694
Beauty,marius,43,20,0.1,2236,7128,0.5890422279150483
Beauty,marius,43,20,0.2,4473,8312,0.6868853813734402
Beauty,marius,43,20,0.4,8945,9172,0.7579538881084208
Beauty,marius,43,20,0.6,13418,9606,0.7938186926700272
Beauty,marius,43,20,0.8,17890,9839,0.8130732997272953
Beauty,marius,43,20,1.0,22363,10009,0.8271217254772333
