category,model,seed,k,n_catalog,n_users,observed_reached,observed_coverage,f1_singletons,f2_doubletons,chao1,chao1_coverage,est_structural_unreachable,est_structural_unreachable_frac,turing_unseen_mass
Beauty,marius,42,10,12101,22363,8096,0.669035616891166,1065,654,8961.007633587786,0.7405179434416813,3139.9923664122143,0.2594820565583187,0.00477409348257792
Beauty,marius,42,20,12101,22363,9612,0.7943145194612016,790,524,10205.628571428571,0.8433706777480019,1895.3714285714286,0.15662932225199808,0.0017734835032360461
Beauty,marius,43,10,12101,22363,8614,0.7118419965292124,1044,699,9391.78,0.7761160234691349,2709.2199999999993,0.22388397653086517,0.004681194511702986
Beauty,marius,43,20,12101,22363,10009,0.8271217254772333,720,516,10509.657640232108,0.8684949706827624,1591.342359767892,0.1315050293172376,0.0016164264851479591
