category,model,seed,k,user_fraction,n_users_sampled,distinct_reached,reached_coverage
Arts_Crafts_and_Sewing,marius,46,10,0.05,9864,16160,0.1796393872696147
Arts_Crafts_and_Sewing,marius,46,10,0.1,19729,20569,0.2286511483136575
Arts_Crafts_and_Sewing,marius,46,10,0.2,39457,25370,0.28202049845483446
Arts_Crafts_and_Sewing,marius,46,10,0.4,78914,30252,0.336290268792103
Arts_Crafts_and_Sewing,marius,46,10,0.6,118372,33101,0.3679606038373463
Arts_Crafts_and_Sewing,marius,46,10,0.8,157829,35039,0.3895039907512395
Arts_Crafts_and_Sewing,marius,46,10,1.0,197286,36630,0.40719002201027144
Arts_Crafts_and_Sewing,marius,46,20,0.05,9864,24384,0.27105982791969585
Arts_Crafts_and_Sewing,marius,46,20,0.1,19729,29996,0.3334444963205051
Arts_Crafts_and_Sewing,marius,46,20,0.2,39457,35653,0.3963293981635875
Arts_Crafts_and_Sewing,marius,46,20,0.4,78914,41096,0.45683541208119344
Arts_Crafts_and_Sewing,marius,46,20,0.6,118372,44109,0.49032882011605416
Arts_Crafts_and_Sewing,marius,46,20,0.8,157829,46164,0.5131728139798573
Arts_Crafts_and_Sewing,marius,46,20,1.0,197286,47737,0.5306587518619801
Arts_Crafts_and_Sewing,sasrec,46,10,0.05,9864,16474,0.18312990506680896
Arts_Crafts_and_Sewing,sasrec,46,10,0.1,19729,23378,0.25987683141021367
Arts_Crafts_and_Sewing,sasrec,46,10,0.2,39457,31378,0.3488072211476467
Arts_Crafts_and_Sewing,sasrec,46,10,0.4,78914,40356,0.4486093510304809
Arts_Crafts_and_Sewing,sasrec,46,10,0.6,118372,45657,0.5075368505302474
Arts_Crafts_and_Sewing,sasrec,46,10,0.8,157829,49212,0.5470552924698192
Arts_Crafts_and_Sewing,sasrec,46,10,1.0,197286,51790,0.575713110562707
Arts_Crafts_and_Sewing,sasrec,46,20,0.05,9864,22767,0.2530847728940172
Arts_Crafts_and_Sewing,sasrec,46,20,0.1,19729,30603,0.34019208964183284
Arts_Crafts_and_Sewing,sasrec,46,20,0.2,39457,39377,0.43772649458636254
Arts_Crafts_and_Sewing,sasrec,46,20,0.4,78914,48578,0.5400075590831277
Arts_Crafts_and_Sewing,sasrec,46,20,0.6,118372,53886,0.5990128726739145
Arts_Crafts_and_Sewing,sasrec,46,20,0.8,157829,57375,0.6377976388981524
Arts_Crafts_and_Sewing,sasrec,46,20,1.0,197286,59919,0.6660775028346562
