category,model,seed,k,n_catalog,n_users,observed_reached,observed_coverage,f1_singletons,f2_doubletons,chao1,chao1_coverage,est_structural_unreachable,est_structural_unreachable_frac,turing_unseen_mass
Arts_Crafts_and_Sewing,marius,50,10,89958,197286,26579,0.29546010360390407,4381,2236,30867.953956191326,0.34313739696515405,59090.046043808674,0.656862603034846,0.002220710546271477
Arts_Crafts_and_Sewing,marius,50,20,89958,197286,34920,0.3881811512038951,4615,2572,39057.89545277886,0.4341792331174421,50900.10454722114,0.5658207668825579,0.0011697542856983535
