category,model,k,coverage_mean,coverage_std,gini_mean,gini_std,entropy_norm_mean,entropy_norm_std,arp_mean,arp_std,aplt_mean,aplt_std,novelty_mean,novelty_std,hallucination_rate_mean,hallucination_rate_std,ild_mean,ild_std,recall_mean,recall_std,tail_recall_mean,tail_recall_std
Beauty,marius,10,0.6904388067101892,0.030268681320108397,0.7758263853012721,0.01552016492186938,0.8660783669502128,0.007070072688488309,33.045630685771954,1.0354130515576487,0.36668933472571397,0.015225607093420386,12.80246945289841,0.048209119734933276,0.00259580557170326,0.00018655502432592352,0.18001962529242244,0.0010725186647228518,0.0677234718061083,0.000980204365102316,0.03567755715528835,0.0021256275361987817
Beauty,marius,20,0.8107181224692175,0.02319819784572008,0.7266021676476642,0.0142607938258225,0.8880355608155597,0.005438157308901758,31.565134130889454,0.9095597884053848,0.3960010268407008,0.013906343917151443,12.893811838000957,0.04202023487719616,0.00407145731789116,3.794339477815339e-05,0.18599314975611236,0.0008970351709682166,0.10597862540804007,0.0,0.06000316430662131,0.0018459397024884144
